clientID,RiskAversion
user-0000000000000001,5.021124780316356
user-0000000000000002,6.658645161290328
user-0000000000000003,3.3471831765357
user-0000000000000010,5.075349794238683
user-0000000000000020,5.9586296296296295
user-0000000000000023,5.021124780316356
user-0000000000000025,5.328674242424223
user-0000000000000027,5.526836492890995
user-0000000000000033,3.3471831765357
user-0000000000000034,6.050576923076923
user-0000000000000039,4.679473684210526
user-0000000000000041,3.3471831765357
user-0000000000000042,3.3471831765357
user-0000000000000044,5.328674242424223
user-0000000000000052,3.3471831765357
user-0000000000000053,6.2823478260869505
user-0000000000000056,5.021124780316356
user-0000000000000060,6.2823478260869505
user-0000000000000062,3.3471831765357
user-0000000000000063,5.9868085106383
user-0000000000000064,4.996552675124097
user-0000000000000081,4.996552675124097
user-0000000000000082,3.3471831765357
user-0000000000000093,5.648623265741744
user-0000000000000094,5.021124780316356
user-0000000000000098,5.328674242424223
user-0000000000000114,3.3471831765357
user-0000000000000116,5.526836492890995
user-0000000000000117,5.707777777777778
user-0000000000000118,5.526836492890995
user-0000000000000121,3.7434965034965013
user-0000000000000123,6.658645161290328
user-0000000000000125,5.526836492890995
user-0000000000000131,6.2823478260869505
user-0000000000000133,3.3471831765357
user-0000000000000135,5.328674242424223
user-0000000000000138,5.977564575645758
user-0000000000000139,4.996552675124097
user-0000000000000141,5.328674242424223
user-0000000000000143,4.996552675124097
user-0000000000000146,4.996552675124097
user-0000000000000147,5.328674242424223
user-0000000000000150,5.9586296296296295
user-0000000000000153,6.658645161290328
user-0000000000000154,5.328674242424223
user-0000000000000157,6.5453024911032
user-0000000000000159,3.9215178571428573
user-0000000000000165,5.526836492890995
user-0000000000000169,3.3471831765357
user-0000000000000170,5.707777777777778
user-0000000000000176,5.328674242424223
user-0000000000000179,3.3471831765357
user-0000000000000182,5.233333333333334
user-0000000000000187,5.328674242424223
user-0000000000000189,3.3471831765357
user-0000000000000197,5.021124780316356
user-0000000000000206,5.9586296296296295
user-0000000000000208,4.996552675124097
user-0000000000000211,4.996552675124097
user-0000000000000212,3.3471831765357
user-0000000000000214,5.328674242424223
user-0000000000000222,5.9586296296296295
user-0000000000000231,4.996552675124097
user-0000000000000237,5.977564575645758
user-0000000000000246,3.581538461538463
user-0000000000000247,6.5453024911032
user-0000000000000249,4.066445783132534
user-0000000000000265,5.328674242424223
user-0000000000000266,6.5453024911032
user-0000000000000270,5.4875510204081674
user-0000000000000276,6.050576923076923
user-0000000000000280,5.526836492890995
user-0000000000000282,4.996552675124097
user-0000000000000283,5.526836492890995
user-0000000000000288,6.050576923076923
user-0000000000000297,5.328674242424223
user-0000000000000303,5.4875510204081674
user-0000000000000305,5.328674242424223
user-0000000000000313,4.996552675124097
user-0000000000000322,5.977564575645758
user-0000000000000327,6.658645161290328
user-0000000000000335,4.996552675124097
user-0000000000000339,5.165287958115185
user-0000000000000340,5.4875510204081674
user-0000000000000342,3.3471831765357
user-0000000000000344,3.758666666666667
user-0000000000000354,4.066445783132534
user-0000000000000357,4.996552675124097
user-0000000000000370,3.581538461538463
user-0000000000000372,5.328674242424223
user-0000000000000373,4.996552675124097
user-0000000000000375,5.4875510204081674
user-0000000000000378,5.707777777777778
user-0000000000000379,3.3471831765357
user-0000000000000380,6.658645161290328
user-0000000000000391,5.526836492890995
user-0000000000000403,4.996552675124097
user-0000000000000413,5.4875510204081674
user-0000000000000415,5.075349794238683
user-0000000000000432,5.526836492890995
user-0000000000000441,3.3471831765357
user-0000000000000457,5.526836492890995
user-0000000000000470,3.3471831765357
user-0000000000000472,3.3471831765357
user-0000000000000474,6.2823478260869505
user-0000000000000476,5.021124780316356
user-0000000000000480,4.996552675124097
user-0000000000000487,4.996552675124097
user-0000000000000488,4.237977528089893
user-0000000000000495,5.165287958115185
user-0000000000000502,4.996552675124097
user-0000000000000510,5.021124780316356
user-0000000000000513,5.4875510204081674
user-0000000000000523,3.7434965034965013
user-0000000000000525,5.328674242424223
user-0000000000000526,5.075349794238683
user-0000000000000532,5.526836492890995
user-0000000000000539,4.996552675124097
user-0000000000000540,3.3471831765357
user-0000000000000542,5.526836492890995
user-0000000000000547,6.5453024911032
user-0000000000000548,4.996552675124097
user-0000000000000549,4.996552675124097
user-0000000000000555,5.021124780316356
user-0000000000000559,3.3471831765357
user-0000000000000562,6.2823478260869505
user-0000000000000564,5.526836492890995
user-0000000000000572,3.581538461538463
user-0000000000000576,5.328674242424223
user-0000000000000577,6.5453024911032
user-0000000000000583,6.021186868686868
user-0000000000000584,5.648623265741744
user-0000000000000589,5.9586296296296295
user-0000000000000590,4.237977528089893
user-0000000000000591,6.5453024911032
user-0000000000000593,4.237977528089893
user-0000000000000594,4.066445783132534
user-0000000000000595,4.996552675124097
user-0000000000000596,4.996552675124097
user-0000000000000604,6.3045744680851055
user-0000000000000605,5.328674242424223
user-0000000000000617,6.658645161290328
user-0000000000000622,5.9586296296296295
user-0000000000000625,4.996552675124097
user-0000000000000630,6.3045744680851055
user-0000000000000637,5.233333333333334
user-0000000000000640,5.021124780316356
user-0000000000000641,5.977564575645758
user-0000000000000642,6.050576923076923
user-0000000000000643,5.648623265741744
user-0000000000000645,4.996552675124097
user-0000000000000647,5.328674242424223
user-0000000000000648,4.996552675124097
user-0000000000000654,5.526836492890995
user-0000000000000657,5.977564575645758
user-0000000000000658,3.3471831765357
user-0000000000000661,5.328674242424223
user-0000000000000662,6.658645161290328
user-0000000000000676,6.021186868686868
user-0000000000000677,6.658645161290328
user-0000000000000681,4.066445783132534
user-0000000000000685,5.526836492890995
user-0000000000000686,5.977564575645758
user-0000000000000690,5.075349794238683
user-0000000000000699,5.9586296296296295
user-0000000000000711,5.648623265741744
user-0000000000000714,5.328674242424223
user-0000000000000724,5.328674242424223
user-0000000000000730,5.9586296296296295
user-0000000000000732,5.648623265741744
user-0000000000000737,3.3471831765357
user-0000000000000739,5.328674242424223
user-0000000000000741,5.9586296296296295
user-0000000000000745,5.648623265741744
user-0000000000000746,6.5453024911032
user-0000000000000753,3.3471831765357
user-0000000000000755,6.021186868686868
user-0000000000000758,5.648623265741744
user-0000000000000760,6.021186868686868
user-0000000000000763,6.2823478260869505
user-0000000000000764,6.2823478260869505
user-0000000000000766,4.996552675124097
user-0000000000000774,5.9586296296296295
user-0000000000000779,6.2823478260869505
user-0000000000000780,3.3471831765357
user-0000000000000784,5.9586296296296295
user-0000000000000785,6.658645161290328
user-0000000000000786,5.9586296296296295
user-0000000000000791,6.021186868686868
user-0000000000000792,6.021186868686868
user-0000000000000793,3.3471831765357
user-0000000000000796,3.758666666666667
user-0000000000000807,3.3471831765357
user-0000000000000812,5.021124780316356
user-0000000000000817,3.3471831765357
user-0000000000000822,6.021186868686868
user-0000000000000824,5.526836492890995
user-0000000000000825,5.9586296296296295
user-0000000000000826,5.526836492890995
user-0000000000000833,6.5453024911032
user-0000000000000845,6.3045744680851055
user-0000000000000846,4.996552675124097
user-0000000000000847,4.996552675124097
user-0000000000000851,5.898055555555556
user-0000000000000855,5.021124780316356
user-0000000000000857,5.9586296296296295
user-0000000000000863,6.5453024911032
user-0000000000000868,4.996552675124097
user-0000000000000869,4.996552675124097
user-0000000000000878,3.3471831765357
user-0000000000000883,6.021186868686868
user-0000000000000894,5.526836492890995
user-0000000000000898,5.648623265741744
user-0000000000000900,4.996552675124097
user-0000000000000904,3.581538461538463
user-0000000000000905,4.996552675124097
user-0000000000000908,5.328674242424223
user-0000000000000909,6.658645161290328
user-0000000000000911,4.996552675124097
user-0000000000000914,5.021124780316356
user-0000000000000916,5.526836492890995
user-0000000000000918,4.996552675124097
user-0000000000000923,3.3471831765357
user-0000000000000926,5.459142857142855
user-0000000000000932,4.996552675124097
user-0000000000000943,6.5453024911032
user-0000000000000944,4.996552675124097
user-0000000000000945,5.526836492890995
user-0000000000000949,5.526836492890995
user-0000000000000955,5.526836492890995
user-0000000000000961,4.996552675124097
user-0000000000000965,4.996552675124097
user-0000000000000969,5.526836492890995
user-0000000000000973,6.658645161290328
user-0000000000000975,5.526836492890995
user-0000000000000976,5.021124780316356
user-0000000000000978,5.9586296296296295
user-0000000000000981,5.707777777777778
user-0000000000000984,5.021124780316356
user-0000000000000991,6.021186868686868
user-0000000000000999,5.233333333333334
user-0000000000000001,6.658645161290328
user-0000000000000009,5.075349794238683
user-0000000000000010,4.066445783132534
user-0000000000000018,5.9586296296296295
user-0000000000000020,5.9586296296296295
user-0000000000000022,6.658645161290328
user-0000000000000023,5.977564575645758
user-0000000000000030,3.3471831765357
user-0000000000000032,5.328674242424223
user-0000000000000053,4.996552675124097
user-0000000000000054,6.050576923076923
user-0000000000000062,5.328674242424223
user-0000000000000068,5.9586296296296295
user-0000000000000072,5.021124780316356
user-0000000000000075,3.3471831765357
user-0000000000000081,3.3471831765357
user-0000000000000082,4.996552675124097
user-0000000000000090,5.526836492890995
user-0000000000000094,6.658645161290328
user-0000000000000095,5.9586296296296295
user-0000000000000107,5.021124780316356
user-0000000000000109,4.996552675124097
user-0000000000000110,4.996552675124097
user-0000000000000113,5.328674242424223
user-0000000000000118,5.075349794238683
user-0000000000000123,5.328674242424223
user-0000000000000128,5.328674242424223
user-0000000000000141,4.996552675124097
user-0000000000000142,6.2823478260869505
user-0000000000000155,5.9586296296296295
user-0000000000000157,4.996552675124097
user-0000000000000164,5.328674242424223
user-0000000000000168,3.3471831765357
user-0000000000000174,4.996552675124097
user-0000000000000175,4.996552675124097
user-0000000000000178,3.581538461538463
user-0000000000000179,3.3471831765357
user-0000000000000180,5.9586296296296295
user-0000000000000184,3.3471831765357
user-0000000000000188,5.707777777777778
user-0000000000000189,3.3471831765357
user-0000000000000193,6.021186868686868
user-0000000000000194,5.9586296296296295
user-0000000000000199,6.658645161290328
user-0000000000000200,5.328674242424223
user-0000000000000204,5.707777777777778
user-0000000000000209,5.9586296296296295
user-0000000000000210,5.165287958115185
user-0000000000000213,6.658645161290328
user-0000000000000219,4.996552675124097
user-0000000000000229,6.5453024911032
user-0000000000000232,5.328674242424223
user-0000000000000234,5.526836492890995
user-0000000000000237,5.648623265741744
user-0000000000000240,5.526836492890995
user-0000000000000242,4.237977528089893
user-0000000000000246,6.658645161290328
user-0000000000000252,4.996552675124097
user-0000000000000255,4.237977528089893
user-0000000000000259,5.9586296296296295
user-0000000000000260,3.3471831765357
user-0000000000000263,5.021124780316356
user-0000000000000265,3.3471831765357
user-0000000000000272,3.3471831765357
user-0000000000000273,5.328674242424223
user-0000000000000282,3.3471831765357
user-0000000000000287,6.3045744680851055
user-0000000000000296,4.996552675124097
user-0000000000000297,3.3471831765357
user-0000000000000313,6.2823478260869505
user-0000000000000314,5.328674242424223
user-0000000000000315,5.9586296296296295
user-0000000000000316,6.021186868686868
user-0000000000000318,5.021124780316356
user-0000000000000320,3.3471831765357
user-0000000000000322,5.9586296296296295
user-0000000000000332,5.9586296296296295
user-0000000000000335,5.328674242424223
user-0000000000000336,5.328674242424223
user-0000000000000339,5.4875510204081674
user-0000000000000341,3.9215178571428573
user-0000000000000342,5.075349794238683
user-0000000000000353,4.996552675124097
user-0000000000000355,6.658645161290328
user-0000000000000358,3.581538461538463
user-0000000000000361,4.550232558139533
user-0000000000000363,6.658645161290328
user-0000000000000368,4.996552675124097
user-0000000000000374,5.648623265741744
user-0000000000000377,5.648623265741744
user-0000000000000378,6.021186868686868
user-0000000000000381,6.658645161290328
user-0000000000000386,5.707777777777778
user-0000000000000391,6.5453024911032
user-0000000000000397,6.658645161290328
user-0000000000000400,6.658645161290328
user-0000000000000408,3.3471831765357
user-0000000000000411,5.526836492890995
user-0000000000000415,5.9586296296296295
user-0000000000000416,5.328674242424223
user-0000000000000421,6.658645161290328
user-0000000000000425,6.2823478260869505
user-0000000000000427,5.328674242424223
user-0000000000000429,6.5453024911032
user-0000000000000432,3.9391489361702123
user-0000000000000434,5.328674242424223
user-0000000000000436,6.658645161290328
user-0000000000000444,5.021124780316356
user-0000000000000445,4.087642857142859
user-0000000000000459,4.996552675124097
user-0000000000000460,3.3471831765357
user-0000000000000464,6.021186868686868
user-0000000000000465,5.707777777777778
user-0000000000000466,6.021186868686868
user-0000000000000467,3.3471831765357
user-0000000000000469,6.021186868686868
user-0000000000000473,5.021124780316356
user-0000000000000476,5.4875510204081674
user-0000000000000481,6.658645161290328
user-0000000000000483,6.021186868686868
user-0000000000000484,4.996552675124097
user-0000000000000485,4.996552675124097
user-0000000000000495,5.898055555555556
user-0000000000000507,6.021186868686868
user-0000000000000510,6.5453024911032
user-0000000000000539,5.9586296296296295
