clientID,RiskAversion
user-0000000000000008,3.180898692810452
user-0000000000000013,2.449440514469446
user-0000000000000014,3.236596899224811
user-0000000000000015,1.9861761658031056
user-0000000000000016,2.0981728395061725
user-0000000000000017,1.9861761658031056
user-0000000000000019,3.180898692810452
user-0000000000000022,2.8131246597713755
user-0000000000000024,2.1110064102564046
user-0000000000000028,2.2106297548605256
user-0000000000000029,2.0295294117647047
user-0000000000000035,2.0030841121495344
user-0000000000000036,1.9861761658031056
user-0000000000000038,2.644989373007434
user-0000000000000043,3.236596899224811
user-0000000000000045,2.0981728395061725
user-0000000000000046,2.8423478260869572
user-0000000000000047,3.1065986394557825
user-0000000000000048,2.8131246597713755
user-0000000000000050,2.142185792349727
user-0000000000000055,2.997366375121487
user-0000000000000058,1.7432555123216589
user-0000000000000059,2.2106297548605256
user-0000000000000061,2.1110064102564046
user-0000000000000065,2.8131246597713755
user-0000000000000069,2.568562421185376
user-0000000000000070,3.236596899224811
user-0000000000000071,2.644989373007434
user-0000000000000072,2.8131246597713755
user-0000000000000073,3.140388291517326
user-0000000000000078,2.997366375121487
user-0000000000000083,1.7432555123216589
user-0000000000000084,2.8131246597713755
user-0000000000000086,1.9861761658031056
user-0000000000000087,2.0030841121495344
user-0000000000000088,3.140388291517326
user-0000000000000092,3.140388291517326
user-0000000000000095,3.180898692810452
user-0000000000000096,3.236596899224811
user-0000000000000097,2.8131246597713755
user-0000000000000099,3.180898692810452
user-0000000000000101,2.8131246597713755
user-0000000000000102,2.621720430107527
user-0000000000000103,2.2106297548605256
user-0000000000000105,1.5041228070175476
user-0000000000000107,3.236596899224811
user-0000000000000108,2.997366375121487
user-0000000000000109,3.180898692810452
user-0000000000000110,3.180898692810452
user-0000000000000112,3.140388291517326
user-0000000000000119,2.997366375121487
user-0000000000000120,2.8131246597713755
user-0000000000000122,3.236596899224811
user-0000000000000127,2.0981728395061725
user-0000000000000129,2.449440514469446
user-0000000000000130,2.2106297548605256
user-0000000000000134,3.236596899224811
user-0000000000000136,2.2106297548605256
user-0000000000000140,1.5041228070175476
user-0000000000000142,2.644989373007434
user-0000000000000144,3.140388291517326
user-0000000000000149,2.644989373007434
user-0000000000000156,2.997366375121487
user-0000000000000158,1.4807614213197977
user-0000000000000164,2.0981728395061725
user-0000000000000168,3.140388291517326
user-0000000000000172,1.5041228070175476
user-0000000000000173,2.7468382352941174
user-0000000000000174,2.8423478260869572
user-0000000000000175,3.140388291517326
user-0000000000000177,3.236596899224811
user-0000000000000178,3.140388291517326
user-0000000000000180,2.0030841121495344
user-0000000000000181,2.2106297548605256
user-0000000000000183,1.7432555123216589
user-0000000000000184,2.607502448579819
user-0000000000000190,1.5041228070175476
user-0000000000000194,2.997366375121487
user-0000000000000196,2.607502448579819
user-0000000000000200,2.8423478260869572
user-0000000000000202,2.644989373007434
user-0000000000000205,2.449440514469446
user-0000000000000207,2.8131246597713755
user-0000000000000210,3.0369918699187
user-0000000000000218,3.0369918699187
user-0000000000000219,1.5041228070175476
user-0000000000000220,2.0981728395061725
user-0000000000000223,2.8131246597713755
user-0000000000000224,3.180898692810452
user-0000000000000225,3.180898692810452
user-0000000000000226,2.607502448579819
user-0000000000000227,3.236596899224811
user-0000000000000229,2.568562421185376
user-0000000000000230,2.8423478260869572
user-0000000000000233,2.2106297548605256
user-0000000000000235,3.140388291517326
user-0000000000000236,2.1110064102564046
user-0000000000000238,3.180898692810452
user-0000000000000240,2.644989373007434
user-0000000000000242,2.8131246597713755
user-0000000000000245,2.2106297548605256
user-0000000000000250,3.140388291517326
user-0000000000000251,2.449440514469446
user-0000000000000252,2.568562421185376
user-0000000000000253,2.997366375121487
user-0000000000000254,2.2106297548605256
user-0000000000000257,2.607502448579819
user-0000000000000258,2.1110064102564046
user-0000000000000263,2.142185792349727
user-0000000000000264,3.236596899224811
user-0000000000000267,2.8131246597713755
user-0000000000000268,2.8423478260869572
user-0000000000000271,2.607502448579819
user-0000000000000274,3.0369918699187
user-0000000000000275,2.2106297548605256
user-0000000000000277,2.449440514469446
user-0000000000000278,2.8131246597713755
